patch_id,input
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_72_66,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_60_13,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_44_80,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_50_02,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_28_27,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_06_25,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_30_85,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_34_28,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_31_07,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_10_26,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20180225T105019_N9999_R051_T31UER_63_01,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_25_54,"Explain the landscape features visible in this image, including where and when it was captured."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_26_45,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_28_18,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_04_87,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_48_05,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWM_09_10,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_52_62,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_50_76,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_83_63,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_90_55,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2A_MSIL2A_20171104T095201_N9999_R079_T33TXN_06_56,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_52_07,"Describe the image, specifying the region, climate, and landscape features."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_41_18,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_63_04,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_75_31,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_31_35,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_77_51,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_03_36,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_45_80,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_89_30,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_22_88,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_08_89,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_27_79,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_55_33,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_87_04,Describe the satellite image in detail.
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_11_48,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_42_84,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_89_58,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_09_67,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_55_11,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_37_42,Describe the satellite image in detail.
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_05_26,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_10_35,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_77_10,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_10,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_65_30,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWM_08_02,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_49_47,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2A_MSIL2A_20171104T095201_N9999_R079_T33TXN_14_39,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_06_60,Describe this image in detail.
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_12_41,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_41_36,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_29_84,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_57_42,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_03_10,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_39_78,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_14_03,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_28_46,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_60_00,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_74_76,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_39_19,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_58_38,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2A_MSIL2A_20180318T093031_N9999_R136_T35UMB_19_08,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_45_10,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_52_20,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_36_57,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_43_80,"Explain the distribution of land cover in this image, including the geographic region and season."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_39_20,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_35_11,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_08_61,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_34_35,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_49_35,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_59_53,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_06_28,Describe this image in detail.
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_60_66,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_67_01,"Give a detailed overview of the image content, including the geographic location and land cover features."
